v8-version,3,32,7,0,0
code-creation,Stub,11,0x24ef7c71c560,438,"BinaryOpICStub(SUB:Number*Number->Number)"
code-creation,Stub,11,0x24ef7c71c720,474,"BinaryOpICStub(SUB_ReuseLeft:Number*Number->Number)"
code-creation,Stub,11,0x24ef7c71c900,474,"BinaryOpICStub(SUB_ReuseRight:Number*Number->Number)"
code-creation,Stub,11,0x24ef7c71cae0,410,"BinaryOpICStub(SUB:Number*Smi->Number)"
code-creation,Stub,11,0x24ef7c71cc80,446,"BinaryOpICStub(SUB_ReuseLeft:Number*Smi->Number)"
code-creation,Stub,11,0x24ef7c71ce40,410,"BinaryOpICStub(SUB_ReuseRight:Number*Smi->Number)"
code-creation,Stub,11,0x24ef7c71cfe0,280,"BinaryOpICStub(SUB:Smi*Int32->Int32)"
code-creation,Stub,11,0x24ef7c71d100,410,"BinaryOpICStub(SUB:Smi*Number->Number)"
code-creation,Stub,11,0x24ef7c71d2a0,410,"BinaryOpICStub(SUB_ReuseLeft:Smi*Number->Number)"
code-creation,Stub,11,0x24ef7c71d440,446,"BinaryOpICStub(SUB_ReuseRight:Smi*Number->Number)"
code-creation,Stub,11,0x24ef7c71d600,204,"BinaryOpICStub(SUB:Smi*Smi->Smi)"
code-creation,Stub,11,0x24ef7c71d6e0,204,"BinaryOpICStub(SUB_ReuseLeft:Smi*Smi->Smi)"
code-creation,Stub,11,0x24ef7c71d7c0,204,"BinaryOpICStub(SUB_ReuseRight:Smi*Smi->Smi)"
code-creation,Stub,11,0x24ef7c71d8a0,256,"BinaryOpICStub(MOD:Smi*2->Smi)"
code-creation,Stub,11,0x24ef7c71d9a0,256,"BinaryOpICStub(MOD:Smi*4->Smi)"
code-creation,Stub,11,0x24ef7c71daa0,256,"BinaryOpICStub(MOD_ReuseLeft:Smi*4->Smi)"
code-creation,Stub,11,0x24ef7c71dba0,256,"BinaryOpICStub(MOD:Smi*8->Smi)"
code-creation,Stub,11,0x24ef7c71dca0,256,"BinaryOpICStub(MOD_ReuseLeft:Smi*16->Smi)"
code-creation,Stub,11,0x24ef7c71dda0,256,"BinaryOpICStub(MOD:Smi*32->Smi)"
code-creation,Stub,11,0x24ef7c71dea0,264,"BinaryOpICStub(MOD:Smi*2048->Smi)"
code-creation,Stub,2,0x24ef7c71dfc0,377,"JSEntryStub"
code-creation,Stub,2,0x24ef7c71e140,377,"JSConstructEntryStub"
code-creation,Builtin,4,0x24ef7c71e2c0,115,"Illegal"
code-creation,Builtin,4,0x24ef7c71e340,115,"EmptyFunction"
code-creation,Builtin,4,0x24ef7c71e3c0,115,"ArrayPush"
code-creation,Builtin,4,0x24ef7c71e440,115,"ArrayPop"
code-creation,Builtin,4,0x24ef7c71e4c0,115,"ArrayShift"
code-creation,Builtin,4,0x24ef7c71e540,115,"ArrayUnshift"
code-creation,Builtin,4,0x24ef7c71e5c0,115,"ArraySlice"
code-creation,Builtin,4,0x24ef7c71e640,115,"ArraySplice"
code-creation,Builtin,4,0x24ef7c71e6c0,115,"ArrayConcat"
code-creation,Builtin,4,0x24ef7c71e740,120,"HandleApiCall"
code-creation,Builtin,4,0x24ef7c71e7c0,120,"HandleApiCallConstruct"
code-creation,Builtin,4,0x24ef7c71e840,115,"HandleApiCallAsFunction"
code-creation,Builtin,4,0x24ef7c71e8c0,115,"HandleApiCallAsConstructor"
code-creation,Builtin,4,0x24ef7c71e940,115,"StrictModePoisonPill"
code-creation,Builtin,4,0x24ef7c71e9c0,115,"GeneratorPoisonPill"
code-creation,Builtin,4,0x24ef7c71ea40,347,"ArgumentsAdaptorTrampoline"
code-creation,Builtin,4,0x24ef7c71eba0,183,"InOptimizationQueue"
code-creation,Builtin,4,0x24ef7c71ec60,638,"JSConstructStubGeneric"
code-creation,Builtin,4,0x24ef7c71eee0,517,"JSConstructStubApi"
code-creation,Builtin,4,0x24ef7c71f100,199,"JSEntryTrampoline"
code-creation,Stub,2,0x24ef7c71f1e0,194,"CallConstructStub"
code-creation,Builtin,4,0x24ef7c71f2c0,178,"JSConstructEntryTrampoline"
code-creation,Builtin,4,0x24ef7c71f380,155,"CompileLazy"
code-creation,Builtin,4,0x24ef7c71f420,167,"CompileOptimized"
code-creation,Builtin,4,0x24ef7c71f4e0,167,"CompileOptimizedConcurrent"
code-creation,Builtin,4,0x24ef7c71f5a0,209,"NotifyDeoptimized"
code-creation,Builtin,4,0x24ef7c71f680,213,"NotifySoftDeoptimized"
code-creation,Builtin,4,0x24ef7c71f760,209,"NotifyLazyDeoptimized"
code-creation,Builtin,4,0x24ef7c71f840,189,"NotifyStubFailure"
code-creation,Builtin,4,0x24ef7c71f900,189,"NotifyStubFailureSaveDoubles"
code-creation,Builtin,4,0x24ef7c71f9c0,120,"LoadIC_Miss"
code-creation,Builtin,4,0x24ef7c71fa40,120,"KeyedLoadIC_Miss"
code-creation,Builtin,4,0x24ef7c71fac0,121,"StoreIC_Miss"
code-creation,Builtin,4,0x24ef7c71fb40,121,"KeyedStoreIC_Miss"
code-creation,Builtin,6,0x24ef7c71fbc0,131,"LoadIC_Getter_ForDeopt"
code-creation,Builtin,7,0x24ef7c71fc60,120,"KeyedLoadIC_Initialize"
code-creation,Builtin,7,0x24ef7c71fce0,120,"KeyedLoadIC_PreMonomorphic"
code-creation,Stub,2,0x24ef7c71fd60,968,"NameDictionaryLookupStub"
code-creation,Builtin,7,0x24ef7c720140,997,"KeyedLoadIC_Generic"
code-creation,Builtin,9,0x24ef7c720540,133,"StoreIC_Setter_ForDeopt"
code-creation,Builtin,10,0x24ef7c7205e0,121,"KeyedStoreIC_Initialize"
code-creation,Builtin,10,0x24ef7c720660,121,"KeyedStoreIC_PreMonomorphic"
code-creation,Stub,2,0x24ef7c7206e0,1822,"RecordWriteStub"
code-creation,Stub,2,0x24ef7c720e00,1804,"RecordWriteStub"
code-creation,Stub,2,0x24ef7c721520,1786,"RecordWriteStub"
code-creation,Stub,2,0x24ef7c721c20,796,"RecordWriteStub"
code-creation,Stub,2,0x24ef7c721f40,1805,"RecordWriteStub"
code-creation,Builtin,10,0x24ef7c722660,3082,"KeyedStoreIC_Megamorphic"
code-creation,Builtin,10,0x24ef7c723280,123,"KeyedStoreIC_Generic"
code-creation,Builtin,10,0x24ef7c723300,121,"KeyedStoreIC_Initialize_Strict"
code-creation,Builtin,10,0x24ef7c723380,121,"KeyedStoreIC_PreMonomorphic_Strict"
code-creation,Builtin,10,0x24ef7c723400,3082,"KeyedStoreIC_Megamorphic_Strict"
code-creation,Builtin,10,0x24ef7c724020,123,"KeyedStoreIC_Generic_Strict"
code-creation,Stub,2,0x24ef7c7240a0,1786,"RecordWriteStub"
code-creation,Builtin,10,0x24ef7c7247a0,401,"KeyedStoreIC_SloppyArguments"
code-creation,Builtin,4,0x24ef7c724940,460,"FunctionCall"
code-creation,Builtin,4,0x24ef7c724b20,466,"FunctionApply"
code-creation,Stub,2,0x24ef7c724d00,418,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,2,0x24ef7c724ec0,538,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,2,0x24ef7c7250e0,454,"InternalArrayNArgumentsConstructorStub"
code-creation,Stub,2,0x24ef7c7252c0,418,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,2,0x24ef7c725480,538,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,2,0x24ef7c7256a0,454,"InternalArrayNArgumentsConstructorStub"
code-creation,Stub,2,0x24ef7c725880,206,"InternalArrayConstructorStub"
code-creation,Builtin,4,0x24ef7c725960,116,"InternalArrayCode"
code-creation,Stub,2,0x24ef7c7259e0,571,"ArrayConstructorStub_Any"
code-creation,Builtin,4,0x24ef7c725c20,120,"ArrayCode"
code-creation,Builtin,4,0x24ef7c725ca0,479,"StringConstructCode"
code-creation,Builtin,4,0x24ef7c725e80,175,"OnStackReplacement"
code-creation,Builtin,4,0x24ef7c725f40,113,"InterruptCheck"
code-creation,Builtin,4,0x24ef7c725fc0,162,"OsrAfterStackCheck"
code-creation,Builtin,4,0x24ef7c726080,113,"StackCheck"
code-creation,Builtin,4,0x24ef7c726100,202,"MarkCodeAsExecutedOnce"
code-creation,Builtin,4,0x24ef7c7261e0,193,"MarkCodeAsExecutedTwice"
code-creation,Builtin,4,0x24ef7c7262c0,193,"MakeQuadragenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x24ef7c7263a0,193,"MakeQuadragenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x24ef7c726480,193,"MakeQuinquagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x24ef7c726560,193,"MakeQuinquagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x24ef7c726640,193,"MakeSexagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x24ef7c726720,193,"MakeSexagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x24ef7c726800,193,"MakeSeptuagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x24ef7c7268e0,193,"MakeSeptuagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x24ef7c7269c0,193,"MakeOctogenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x24ef7c726aa0,193,"MakeOctogenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,3,0x24ef7c726b80,120,"LoadIC_Slow"
code-creation,Builtin,3,0x24ef7c726c00,120,"KeyedLoadIC_Slow"
code-creation,Builtin,3,0x24ef7c726c80,121,"StoreIC_Slow"
code-creation,Builtin,3,0x24ef7c726d00,121,"KeyedStoreIC_Slow"
code-creation,Stub,2,0x24ef7c726d80,972,"NameDictionaryLookupStub"
code-creation,Builtin,3,0x24ef7c727160,278,"LoadIC_Normal"
code-creation,Stub,2,0x24ef7c727280,991,"NameDictionaryLookupStub"
code-creation,Builtin,3,0x24ef7c727660,348,"StoreIC_Normal"
code-creation,Builtin,4,0x24ef7c7277c0,180,"Return_DebugBreak"
code-creation,Builtin,4,0x24ef7c727880,176,"CallFunctionStub_DebugBreak"
code-creation,Builtin,4,0x24ef7c727940,212,"CallConstructStub_DebugBreak"
code-creation,Builtin,4,0x24ef7c727a20,216,"CallConstructStub_Recording_DebugBreak"
code-creation,Builtin,8,0x24ef7c727b00,178,"CallICStub_DebugBreak"
code-creation,Builtin,6,0x24ef7c727bc0,178,"LoadIC_DebugBreak"
code-creation,Builtin,7,0x24ef7c727c80,178,"KeyedLoadIC_DebugBreak"
code-creation,Builtin,9,0x24ef7c727d40,180,"StoreIC_DebugBreak"
code-creation,Builtin,10,0x24ef7c727e00,180,"KeyedStoreIC_DebugBreak"
code-creation,Builtin,13,0x24ef7c727ec0,176,"CompareNilIC_DebugBreak"
code-creation,Builtin,4,0x24ef7c727f80,178,"Slot_DebugBreak"
code-creation,Builtin,4,0x24ef7c728040,97,"PlainReturn_LiveEdit"
code-creation,Builtin,4,0x24ef7c7280c0,137,"FrameDropper_LiveEdit"
code-creation,Stub,13,0x24ef7c728160,148,"CompareNilICStub(NullValue)(None)"
code-creation,LoadInitialize,6,0x24ef7c728200,120,"args_count: 0"
code-creation,Stub,2,0x24ef7c728280,234,"CallFunctionStub_Args1"
code-creation,Stub,2,0x24ef7c728380,234,"CallFunctionStub_Args2"
code-disable-optimization,"EQUALS","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c728480,2824,"EQUALS native runtime.js:9:16",0x266197b1ed00,
code-creation,Function,0,0x24ef7c728fa0,508,"STRICT_EQUALS native runtime.js:56:23",0x266197b1ede8,~
code-creation,Stub,2,0x24ef7c7291a0,279,"StringCompareStub"
code-creation,Stub,12,0x24ef7c7292c0,170,"CompareICStub"
code-disable-optimization,"COMPARE","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c729380,1340,"COMPARE native runtime.js:67:17",0x266197b1eef8,
code-creation,Stub,2,0x24ef7c7298c0,1021,"StringAddStub_CheckBoth"
code-disable-optimization,"ADD","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c729cc0,948,"ADD native runtime.js:99:13",0x266197b1f0f8,
code-creation,Stub,12,0x24ef7c72a080,170,"CompareICStub"
code-creation,Stub,2,0x24ef7c72a140,182,"DoubleToIStub"
code-creation,Stub,2,0x24ef7c72a200,507,"NumberToStringStub"
code-disable-optimization,"STRING_ADD_LEFT","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72a400,796,"STRING_ADD_LEFT native runtime.js:112:25",0x266197b1f288,
code-disable-optimization,"STRING_ADD_RIGHT","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72a720,812,"STRING_ADD_RIGHT native runtime.js:124:26",0x266197b1f378,
code-disable-optimization,"SUB","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72aa60,436,"SUB native runtime.js:137:13",0x266197b1f468,
code-disable-optimization,"MUL","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72ac20,436,"MUL native runtime.js:142:13",0x266197b1f558,
code-disable-optimization,"DIV","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72ade0,436,"DIV native runtime.js:147:13",0x266197b1f648,
code-disable-optimization,"MOD","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72afa0,436,"MOD native runtime.js:152:13",0x266197b1f738,
code-disable-optimization,"BIT_OR","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72b160,436,"BIT_OR native runtime.js:157:16",0x266197b1f828,
code-disable-optimization,"BIT_AND","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72b320,620,"BIT_AND native runtime.js:162:17",0x266197b1f918,
code-disable-optimization,"BIT_XOR","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72b5a0,436,"BIT_XOR native runtime.js:174:17",0x266197b1fa08,
code-disable-optimization,"SHL","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72b760,436,"SHL native runtime.js:179:13",0x266197b1faf8,
code-disable-optimization,"SAR","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72b920,620,"SAR native runtime.js:184:13",0x266197b1fbe8,
code-disable-optimization,"SHR","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72bba0,436,"SHR native runtime.js:196:13",0x266197b1fcd8,
code-disable-optimization,"DELETE","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72bd60,324,"DELETE native runtime.js:201:16",0x266197b1fdc8,
code-creation,Stub,2,0x24ef7c72bec0,1464,"FastCloneShallowArrayStub"
code-creation,Stub,2,0x24ef7c72c480,1819,"RecordWriteStub"
code-creation,Stub,2,0x24ef7c72cba0,350,"StoreArrayLiteralElementStub"
code-creation,Stub,14,0x24ef7c72cd00,148,"ToBooleanStub(None)"
code-creation,Stub,12,0x24ef7c72cda0,170,"CompareICStub"
code-disable-optimization,"IN","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72ce60,668,"IN native runtime.js:204:12",0x266197b1ff38,
code-disable-optimization,"INSTANCE_OF","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72d100,852,"INSTANCE_OF native runtime.js:216:21",0x266197b20078,
code-disable-optimization,"FILTER_KEY","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72d460,308,"FILTER_KEY native runtime.js:234:20",0x266197b20168,
code-creation,Stub,2,0x24ef7c72d5a0,506,"ArgumentsAccessStub_NewSloppyFast"
code-disable-optimization,"CALL_NON_FUNCTION","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72d7a0,492,"CALL_NON_FUNCTION native runtime.js:239:27",0x266197b20278,
code-disable-optimization,"CALL_NON_FUNCTION_AS_CONSTRUCTOR","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72d9a0,492,"CALL_NON_FUNCTION_AS_CONSTRUCTOR native runtime.js:246:42",0x266197b20388,
code-creation,Stub,2,0x24ef7c72dba0,200,"ArgumentsAccessStub_ReadElement"
code-creation,Function,0,0x24ef7c72dc80,340,"CALL_FUNCTION_PROXY native runtime.js:253:29",0x266197b20488,~
code-creation,Function,0,0x24ef7c72dde0,308,"CALL_FUNCTION_PROXY_AS_CONSTRUCTOR native runtime.js:259:44",0x266197b20580,~
code-creation,Stub,12,0x24ef7c72df20,170,"CompareICStub"
code-creation,Stub,12,0x24ef7c72dfe0,170,"CompareICStub"
code-disable-optimization,"APPLY_PREPARE","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72e0a0,1404,"APPLY_PREPARE native runtime.js:264:23",0x266197b206d0,
code-disable-optimization,"STACK_OVERFLOW","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72e620,300,"STACK_OVERFLOW native runtime.js:286:24",0x266197b207d8,
code-disable-optimization,"TO_OBJECT","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72e760,244,"TO_OBJECT native runtime.js:289:19",0x266197b208b8,
code-disable-optimization,"TO_NUMBER","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72e860,244,"TO_NUMBER native runtime.js:292:19",0x266197b20998,
code-disable-optimization,"TO_STRING","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72e960,244,"TO_STRING native runtime.js:295:19",0x266197b20a78,
code-creation,LoadInitialize,6,0x24ef7c72ea60,120,"args_count: 0"
code-creation,Stub,2,0x24ef7c72eae0,1789,"RecordWriteStub"
code-creation,Stub,8,0x24ef7c72f1e0,521,"CallICStub(args(2), FUNCTION, "
code-disable-optimization,"ToPrimitive","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72f400,932,"ToPrimitive native runtime.js:298:21",0x266197b20bb8,
code-creation,Function,0,0x24ef7c72f7c0,596,"ToBoolean native runtime.js:305:19",0x266197b20ca0,~
code-creation,Stub,8,0x24ef7c72fa20,521,"CallICStub(args(1), FUNCTION, "
code-disable-optimization,"ToNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72fc40,820,"ToNumber native runtime.js:312:18",0x266197b20de0,
code-disable-optimization,"NonNumberToNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c72ff80,772,"NonNumberToNumber native runtime.js:323:27",0x266197b20f20,
code-disable-optimization,"ToString","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c7302a0,756,"ToString native runtime.js:333:18",0x266197b21028,
code-disable-optimization,"NonStringToString","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c7305a0,692,"NonStringToString native runtime.js:341:27",0x266197b21130,
code-disable-optimization,"ToName","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c730860,300,"ToName native runtime.js:348:16",0x266197b21218,
code-creation,Stub,2,0x24ef7c7309a0,1792,"RecordWriteStub"
code-creation,Stub,2,0x24ef7c7310a0,487,"CallConstructStub_Recording"
code-disable-optimization,"ToObject","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c7312a0,764,"ToObject native runtime.js:351:18",0x266197b21360,
code-creation,Function,0,0x24ef7c7315a0,316,"ToInteger native runtime.js:361:19",0x266197b21478,~
code-creation,Function,0,0x24ef7c7316e0,420,"ToLength native runtime.js:365:18",0x266197b21590,~
code-creation,Function,0,0x24ef7c7318a0,348,"ToUint32 native runtime.js:370:18",0x266197b216a8,~
code-creation,Function,0,0x24ef7c731a00,316,"ToInt32 native runtime.js:374:17",0x266197b217c0,~
code-creation,Function,0,0x24ef7c731b40,812,"SameValue native runtime.js:378:19",0x266197b218b0,~
code-creation,Function,0,0x24ef7c731e80,540,"SameValueZero native runtime.js:388:23",0x266197b219a0,~
code-creation,Function,0,0x24ef7c7320a0,244,"IsPrimitive native runtime.js:395:21",0x266197b21a88,~
code-creation,Function,0,0x24ef7c7321a0,428,"IsConcatSpreadable native runtime.js:398:28",0x266197b21ba8,~
code-disable-optimization,"DefaultNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c732360,1164,"DefaultNumber native runtime.js:404:23",0x266197b21cd0,
code-disable-optimization,"DefaultString","Call to a JavaScript runtime function"
code-creation,Function,0,0x24ef7c732800,1164,"DefaultString native runtime.js:419:23",0x266197b21df8,
code-creation,Function,0,0x24ef7c732ca0,444,"ToPositiveInteger native runtime.js:434:27",0x266197b21f28,~
code-creation,Script,0,0x24ef7c732e60,820,"native runtime.js",0x266197b22390,~
code-creation,LoadPreMonomorphic,6,0x24ef7c7331a0,120,"args_count: 0"
code-creation,LoadPreMonomorphic,6,0x24ef7c733220,120,"args_count: 0"
code-creation,Function,0,0x24ef7c7332a0,720,"InstallFunctions native v8natives.js:4:26",0x266197b23638,~
code-creation,Function,0,0x24ef7c733580,308,"InstallGetter native v8natives.js:18:23",0x266197b23730,~
code-creation,Function,0,0x24ef7c7336c0,372,"InstallGetterSetter native v8natives.js:24:29",0x266197b23830,~
code-creation,Function,0,0x24ef7c733840,664,"InstallConstants native v8natives.js:33:26",0x266197b23940,~
code-creation,Stub,2,0x24ef7c733ae0,203,"ToNumberStub"
code-creation,Function,0,0x24ef7c733bc0,1068,"SetUpLockedPrototype native v8natives.js:45:30",0x266197b23a60,~
code-creation,Function,0,0x24ef7c734000,412,"GlobalIsNaN native v8natives.js:67:21",0x266197b23b78,~
code-creation,Function,0,0x24ef7c7341a0,564,"GlobalIsFinite native v8natives.js:71:24",0x266197b23c90,~
code-creation,Stub,12,0x24ef7c7343e0,170,"CompareICStub"
code-creation,Function,0,0x24ef7c7344a0,1276,"GlobalParseInt native v8natives.js:75:24",0x266197b23db8,~
code-creation,Function,0,0x24ef7c7349a0,396,"GlobalParseFloat native v8natives.js:98:26",0x266197b23ed0,~
code-creation,Function,0,0x24ef7c734b40,492,"GlobalEval native v8natives.js:103:20",0x266197b23fc8,~
code-creation,Stub,8,0x24ef7c734d40,521,"CallICStub(args(10), FUNCTION, "
code-creation,Stub,8,0x24ef7c734f60,521,"CallICStub(args(3), FUNCTION, "
code-creation,Function,0,0x24ef7c735180,716,"SetUpGlobal native v8natives.js:110:21",0x266197b240e8,~
code-creation,Function,0,0x24ef7c735460,524,"NoSideEffectsObjectToString native v8natives.js:126:37",0x266197b241f8,~
code-creation,Stub,8,0x24ef7c735680,630,"CallICStub(args(0), METHOD, "
code-creation,Function,0,0x24ef7c735900,436,"ObjectToLocaleString native v8natives.js:131:30",0x266197b24330,~
code-creation,Function,0,0x24ef7c735ac0,252,"ObjectValueOf native v8natives.js:135:23",0x266197b24440,~
code-creation,Stub,8,0x24ef7c735bc0,521,"CallICStub(args(4), FUNCTION, "
code-creation,Function,0,0x24ef7c735de0,676,"ObjectHasOwnProperty native v8natives.js:138:30",0x266197b24578,~
code-creation,Function,0,0x24ef7c7360a0,468,"ObjectIsPrototypeOf native v8natives.js:146:29",0x266197b246b0,~
code-creation,Function,0,0x24ef7c736280,628,"ObjectPropertyIsEnumerable native v8natives.js:151:36",0x266197b247f0,~
code-creation,Stub,8,0x24ef7c736500,636,"CallICStub(args(1), METHOD, "
code-creation,Function,0,0x24ef7c736780,996,"ObjectDefineGetter native v8natives.js:160:28",0x266197b24958,~
code-creation,Function,0,0x24ef7c736b80,468,"ObjectLookupGetter native v8natives.js:175:28",0x266197b24a80,~
code-creation,Function,0,0x24ef7c736d60,996,"ObjectDefineSetter native v8natives.js:182:28",0x266197b24be8,~
code-creation,Function,0,0x24ef7c737160,468,"ObjectLookupSetter native v8natives.js:197:28",0x266197b24d10,~
code-creation,Function,0,0x24ef7c737340,540,"ObjectKeys native v8natives.js:204:20",0x266197b24e48,~
code-creation,Function,0,0x24ef7c737560,372,"IsAccessorDescriptor native v8natives.js:213:30",0x266197b24f68,~
code-creation,Function,0,0x24ef7c7376e0,372,"IsDataDescriptor native v8natives.js:217:26",0x266197b25088,~
code-creation,Function,0,0x24ef7c737860,396,"IsGenericDescriptor native v8natives.js:221:29",0x266197b251a8,~
code-creation,Function,0,0x24ef7c737a00,332,"IsInconsistentDescriptor native v8natives.js:225:34",0x266197b252c8,~
code-creation,StoreInitialize,9,0x24ef7c737b60,121,"args_count: 0"
code-creation,Function,0,0x24ef7c737be0,996,"FromPropertyDescriptor native v8natives.js:228:32",0x266197b254c0,~
code-creation,Function,0,0x24ef7c737fe0,1268,"FromGenericPropertyDescriptor native v8natives.js:241:39",0x266197b25640,~
code-creation,Function,0,0x24ef7c7384e0,2236,"ToPropertyDescriptor native v8natives.js:264:30",0x266197b25860,~
code-creation,Function,0,0x24ef7c738da0,1228,"ToCompletePropertyDescriptor native v8natives.js:300:38",0x266197b259f0,~
code-creation,Function,0,0x24ef7c739280,516,"PropertyDescriptor native v8natives.js:313:28",0x266197b25ad0,~
code-creation,Function,0,0x24ef7c7394a0,756,"ConvertDescriptorArrayToDescriptor native v8natives.js:405:44",0x266197b25c20,~
code-creation,Function,0,0x24ef7c7397a0,740,"GetTrap native v8natives.js:421:17",0x266197b25d98,~
code-creation,Function,0,0x24ef7c739aa0,348,"CallTrap0 native v8natives.js:433:19",0x266197b25ec0,~
code-creation,Function,0,0x24ef7c739c00,356,"CallTrap1 native v8natives.js:436:19",0x266197b25ff0,~
code-creation,Function,0,0x24ef7c739d80,356,"CallTrap2 native v8natives.js:439:19",0x266197b26128,~
code-creation,Function,0,0x24ef7c739f00,1116,"GetOwnPropertyJS native v8natives.js:442:26",0x266197b262c0,~
code-creation,Function,0,0x24ef7c73a360,588,"Delete native v8natives.js:460:16",0x266197b26420,~
code-creation,Stub,8,0x24ef7c73a5c0,521,"CallICStub(args(5), FUNCTION, "
code-creation,Function,0,0x24ef7c73a7e0,668,"DefineProxyProperty native v8natives.js:472:29",0x266197b26590,~
code-creation,Function,0,0x24ef7c73aa80,7964,"DefineObjectProperty native v8natives.js:486:30",0x266197b26ad8,~
code-creation,Function,0,0x24ef7c73c9a0,4104,"DefineArrayProperty native v8natives.js:616:29",0x266197b26de0,~
code-creation,Function,0,0x24ef7c73d9c0,636,"DefineOwnProperty native v8natives.js:706:27",0x266197b26f30,~
code-creation,Function,0,0x24ef7c73dc40,372,"ObjectGetPrototypeOf native v8natives.js:717:30",0x266197b27068,~
code-creation,Function,0,0x24ef7c73ddc0,668,"ObjectSetPrototypeOf native v8natives.js:723:30",0x266197b271d0,~
code-creation,Function,0,0x24ef7c73e060,476,"ObjectGetOwnPropertyDescriptor native v8natives.js:733:40",0x266197b27328,~
code-creation,Stub,2,0x24ef7c73e240,562,"FastCloneShallowObjectStub"
code-creation,Function,0,0x24ef7c73e480,1240,"ToNameArray native v8natives.js:741:21",0x266197b27568,~
code-creation,Function,0,0x24ef7c73e960,1972,"ObjectGetOwnPropertyKeys native v8natives.js:762:34",0x266197b27700,~
code-creation,Function,0,0x24ef7c73f120,580,"ObjectGetOwnPropertyNames native v8natives.js:811:35",0x266197b27840,~
code-creation,Function,0,0x24ef7c73f380,556,"ObjectCreate native v8natives.js:820:22",0x266197b27990,~
code-creation,Function,0,0x24ef7c73f5c0,1320,"ObjectDefineProperty native v8natives.js:829:30",0x266197b27b20,~
code-creation,Function,0,0x24ef7c73fb00,1332,"GetOwnEnumerablePropertyNames native v8natives.js:846:39",0x266197b27c90,~
code-creation,Function,0,0x24ef7c740040,1172,"ObjectDefineProperties native v8natives.js:864:32",0x266197b27e20,~
code-creation,Stub,8,0x24ef7c7404e0,636,"CallICStub(args(3), METHOD, "
code-creation,Function,0,0x24ef7c740760,1076,"ProxyFix native v8natives.js:879:18",0x266197b28000,~
code-creation,Function,0,0x24ef7c740ba0,1200,"ObjectSealJS native v8natives.js:901:22",0x266197b28190,~
code-creation,Function,0,0x24ef7c741060,1424,"ObjectFreezeJS native v8natives.js:925:24",0x266197b28338,~
code-creation,Function,0,0x24ef7c741600,484,"ObjectPreventExtension native v8natives.js:950:32",0x266197b28478,~
